review_id,booking_id,review_date,rating_score,sentiment_label,complaint_category,review_source,created_at
RV000766,BK101456,2025-06-30,4.4,Neutral,Breakfast queue,Booking.com,2025-06-30 12:00:00
RV000767,BK101458,2025-06-24,4.6,Positive,,Post-stay survey,2025-06-24 12:00:00
RV000768,BK101462,2025-06-29,4.8,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000769,BK101464,2025-06-25,4.6,Positive,,Traveloka,2025-06-25 12:00:00
RV000770,BK101466,2025-06-26,4.9,Positive,,Other OTA,2025-06-26 12:00:00
RV000771,BK101467,2025-06-28,4.8,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000772,BK101469,2025-06-24,4.7,Positive,,Agoda,2025-06-24 12:00:00
RV000773,BK101470,2025-06-23,4.1,Neutral,Elevator wait,Booking.com,2025-06-23 12:00:00
RV000774,BK101473,2025-06-24,4.6,Positive,,Agoda,2025-06-24 12:00:00
RV000775,BK101476,2025-06-23,4.2,Neutral,Elevator wait,Booking.com,2025-06-23 12:00:00
RV000776,BK101477,2025-06-22,4.2,Neutral,,Agoda,2025-06-22 12:00:00
RV000777,BK101478,2025-06-24,4.4,Neutral,,Traveloka,2025-06-24 12:00:00
RV000778,BK101480,2025-06-29,4.3,Neutral,Room view expectation,Booking.com,2025-06-29 12:00:00
RV000779,BK101482,2025-06-24,4.4,Neutral,Elevator wait,Traveloka,2025-06-24 12:00:00
RV000780,BK101483,2025-06-25,4.2,Neutral,Breakfast queue,Post-stay survey,2025-06-25 12:00:00
RV000781,BK101489,2025-06-28,4.5,Positive,,Other OTA,2025-06-28 12:00:00
RV000782,BK101491,2025-06-27,4.3,Neutral,Room view expectation,Post-stay survey,2025-06-27 12:00:00
RV000783,BK101494,2025-06-26,4.3,Neutral,,Agoda,2025-06-26 12:00:00
RV000784,BK101498,2025-06-27,4.2,Neutral,Elevator wait,Booking.com,2025-06-27 12:00:00
RV000785,BK101500,2025-06-25,4.3,Neutral,,Booking.com,2025-06-25 12:00:00
RV000786,BK101501,2025-06-26,3.9,Negative,Noise,Post-stay survey,2025-06-26 12:00:00
RV000787,BK101502,2025-06-22,4.1,Neutral,Room view expectation,Post-stay survey,2025-06-22 12:00:00
RV000788,BK101505,2025-06-28,4.2,Neutral,Room view expectation,Agoda,2025-06-28 12:00:00
RV000789,BK101507,2025-06-28,4.5,Positive,,Agoda,2025-06-28 12:00:00
RV000790,BK101510,2025-06-29,4.6,Positive,,Traveloka,2025-06-29 12:00:00
RV000791,BK101511,2025-06-28,5.0,Positive,,Agoda,2025-06-28 12:00:00
RV000792,BK101512,2025-06-24,4.4,Neutral,,Traveloka,2025-06-24 12:00:00
RV000793,BK101513,2025-06-23,4.4,Neutral,Room view expectation,Agoda,2025-06-23 12:00:00
RV000794,BK101515,2025-06-29,4.4,Neutral,Room view expectation,Agoda,2025-06-29 12:00:00
RV000795,BK101517,2025-06-23,3.8,Negative,OTA price mismatch,Agoda,2025-06-23 12:00:00
RV000796,BK101518,2025-07-01,4.6,Positive,,Traveloka,2025-07-01 12:00:00
RV000797,BK101521,2025-06-24,4.6,Positive,,Post-stay survey,2025-06-24 12:00:00
RV000798,BK101522,2025-06-28,4.8,Positive,,Booking.com,2025-06-28 12:00:00
RV000799,BK101525,2025-06-22,4.6,Positive,,Booking.com,2025-06-22 12:00:00
RV000800,BK101526,2025-06-28,5.0,Positive,,Agoda,2025-06-28 12:00:00
RV000801,BK101530,2025-06-28,3.8,Negative,Noise,Agoda,2025-06-28 12:00:00
RV000802,BK101532,2025-06-23,4.0,Neutral,Room view expectation,Post-stay survey,2025-06-23 12:00:00
RV000803,BK101536,2025-06-25,4.1,Neutral,Breakfast queue,Agoda,2025-06-25 12:00:00
RV000804,BK101537,2025-06-24,4.5,Positive,,Post-stay survey,2025-06-24 12:00:00
RV000805,BK101547,2025-06-26,4.8,Positive,,Agoda,2025-06-26 12:00:00
RV000806,BK101549,2025-06-28,4.2,Neutral,Breakfast queue,Traveloka,2025-06-28 12:00:00
RV000807,BK101552,2025-06-24,4.3,Neutral,Elevator wait,Agoda,2025-06-24 12:00:00
RV000808,BK101553,2025-06-25,4.8,Positive,,Other OTA,2025-06-25 12:00:00
RV000809,BK101554,2025-06-29,4.4,Neutral,,Booking.com,2025-06-29 12:00:00
RV000810,BK101557,2025-06-28,5.0,Positive,,Booking.com,2025-06-28 12:00:00
RV000811,BK101563,2025-06-26,4.5,Positive,,Post-stay survey,2025-06-26 12:00:00
RV000812,BK101567,2025-06-27,3.8,Negative,Air-conditioner issue,Booking.com,2025-06-27 12:00:00
RV000813,BK101568,2025-06-26,4.5,Positive,,Post-stay survey,2025-06-26 12:00:00
RV000814,BK101569,2025-06-28,4.2,Neutral,Breakfast queue,Booking.com,2025-06-28 12:00:00
RV000815,BK101572,2025-06-26,3.9,Negative,Noise,Agoda,2025-06-26 12:00:00
RV000816,BK101573,2025-06-26,4.7,Positive,,Post-stay survey,2025-06-26 12:00:00
RV000817,BK101574,2025-06-30,4.6,Positive,,Agoda,2025-06-30 12:00:00
RV000818,BK101575,2025-06-25,4.7,Positive,,Post-stay survey,2025-06-25 12:00:00
RV000819,BK101581,2025-06-26,4.6,Positive,,Agoda,2025-06-26 12:00:00
RV000820,BK101582,2025-06-25,4.5,Positive,,Post-stay survey,2025-06-25 12:00:00
RV000821,BK101585,2025-06-28,4.1,Neutral,Elevator wait,Post-stay survey,2025-06-28 12:00:00
RV000822,BK101586,2025-06-26,4.7,Positive,,Booking.com,2025-06-26 12:00:00
RV000823,BK101589,2025-06-24,4.8,Positive,,Other OTA,2025-06-24 12:00:00
RV000824,BK101590,2025-06-28,4.8,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000825,BK101591,2025-06-25,4.7,Positive,,Post-stay survey,2025-06-25 12:00:00
RV000826,BK101594,2025-06-27,4.6,Positive,,Other OTA,2025-06-27 12:00:00
RV000827,BK101595,2025-06-26,4.8,Positive,,Booking.com,2025-06-26 12:00:00
RV000828,BK101598,2025-07-02,4.6,Positive,,Other OTA,2025-07-02 12:00:00
RV000829,BK101599,2025-06-25,4.3,Neutral,Room view expectation,Booking.com,2025-06-25 12:00:00
RV000830,BK101601,2025-06-26,4.6,Positive,,Traveloka,2025-06-26 12:00:00
RV000831,BK101602,2025-06-24,4.3,Neutral,Elevator wait,Traveloka,2025-06-24 12:00:00
RV000832,BK101604,2025-06-26,4.7,Positive,,Agoda,2025-06-26 12:00:00
RV000833,BK101606,2025-06-23,4.5,Positive,,Agoda,2025-06-23 12:00:00
RV000834,BK101610,2025-06-28,5.0,Positive,,Booking.com,2025-06-28 12:00:00
RV000835,BK101613,2025-06-28,5.0,Positive,,Traveloka,2025-06-28 12:00:00
RV000836,BK101614,2025-06-27,4.3,Neutral,Elevator wait,Traveloka,2025-06-27 12:00:00
RV000837,BK101617,2025-06-25,4.0,Neutral,Elevator wait,Agoda,2025-06-25 12:00:00
RV000838,BK101618,2025-06-28,4.7,Positive,,Traveloka,2025-06-28 12:00:00
RV000839,BK101619,2025-06-25,3.7,Negative,Room cleaning delay,Traveloka,2025-06-25 12:00:00
RV000840,BK101620,2025-06-30,4.1,Neutral,Breakfast queue,Agoda,2025-06-30 12:00:00
RV000841,BK101622,2025-06-25,4.2,Neutral,Room view expectation,Booking.com,2025-06-25 12:00:00
RV000842,BK101623,2025-06-28,4.2,Neutral,Room view expectation,Post-stay survey,2025-06-28 12:00:00
RV000843,BK101624,2025-06-30,4.7,Positive,,Agoda,2025-06-30 12:00:00
RV000844,BK101625,2025-06-26,4.4,Neutral,Room view expectation,Other OTA,2025-06-26 12:00:00
RV000845,BK101630,2025-06-28,4.2,Neutral,,Post-stay survey,2025-06-28 12:00:00
RV000846,BK101631,2025-06-29,4.2,Neutral,Elevator wait,Traveloka,2025-06-29 12:00:00
RV000847,BK101633,2025-06-29,4.7,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000848,BK101634,2025-06-28,4.6,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000849,BK101635,2025-06-26,4.8,Positive,,Booking.com,2025-06-26 12:00:00
RV000850,BK101637,2025-06-25,4.3,Neutral,Elevator wait,Booking.com,2025-06-25 12:00:00
RV000851,BK101642,2025-06-27,4.0,Neutral,Room view expectation,Agoda,2025-06-27 12:00:00
RV000852,BK101645,2025-06-27,4.0,Neutral,Room view expectation,Booking.com,2025-06-27 12:00:00
RV000853,BK101648,2025-06-27,4.8,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000854,BK101651,2025-06-26,4.1,Neutral,Breakfast queue,Agoda,2025-06-26 12:00:00
RV000855,BK101655,2025-06-29,3.9,Negative,Room cleaning delay,Agoda,2025-06-29 12:00:00
RV000856,BK101658,2025-06-24,4.2,Neutral,Breakfast queue,Booking.com,2025-06-24 12:00:00
RV000857,BK101659,2025-06-26,4.6,Positive,,Traveloka,2025-06-26 12:00:00
RV000858,BK101660,2025-06-26,4.3,Neutral,Room view expectation,Traveloka,2025-06-26 12:00:00
RV000859,BK101663,2025-07-01,4.8,Positive,,Traveloka,2025-07-01 12:00:00
RV000860,BK101664,2025-06-29,4.6,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000861,BK101665,2025-06-26,4.6,Positive,,Booking.com,2025-06-26 12:00:00
RV000862,BK101669,2025-06-26,4.4,Neutral,,Booking.com,2025-06-26 12:00:00
RV000863,BK101670,2025-06-25,4.6,Positive,,Post-stay survey,2025-06-25 12:00:00
RV000864,BK101671,2025-06-29,3.8,Negative,Check-in waiting time,Traveloka,2025-06-29 12:00:00
RV000865,BK101672,2025-06-27,3.9,Negative,OTA price mismatch,Agoda,2025-06-27 12:00:00
RV000866,BK101673,2025-06-28,4.2,Neutral,Elevator wait,Agoda,2025-06-28 12:00:00
RV000867,BK101674,2025-06-28,4.5,Positive,,Traveloka,2025-06-28 12:00:00
RV000868,BK101679,2025-06-29,4.2,Neutral,Room view expectation,Booking.com,2025-06-29 12:00:00
RV000869,BK101680,2025-06-24,4.3,Neutral,Room view expectation,Post-stay survey,2025-06-24 12:00:00
RV000870,BK101681,2025-07-02,4.4,Neutral,Room view expectation,Booking.com,2025-07-02 12:00:00
RV000871,BK101683,2025-06-26,4.7,Positive,,Booking.com,2025-06-26 12:00:00
RV000872,BK101684,2025-06-30,4.8,Positive,,Traveloka,2025-06-30 12:00:00
RV000873,BK101685,2025-06-27,5.0,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000874,BK101686,2025-06-24,4.4,Neutral,Elevator wait,Other OTA,2025-06-24 12:00:00
RV000875,BK101688,2025-06-26,4.6,Positive,,Post-stay survey,2025-06-26 12:00:00
RV000876,BK101690,2025-06-27,4.8,Positive,,Traveloka,2025-06-27 12:00:00
RV000877,BK101691,2025-07-01,4.7,Positive,,Post-stay survey,2025-07-01 12:00:00
RV000878,BK101693,2025-06-27,4.7,Positive,,Booking.com,2025-06-27 12:00:00
RV000879,BK101694,2025-06-27,5.0,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000880,BK101697,2025-07-01,4.6,Positive,,Agoda,2025-07-01 12:00:00
RV000881,BK101698,2025-06-27,5.0,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000882,BK101699,2025-06-26,3.9,Negative,Check-in waiting time,Traveloka,2025-06-26 12:00:00
RV000883,BK101702,2025-07-05,4.4,Neutral,Elevator wait,Agoda,2025-07-05 12:00:00
RV000884,BK101703,2025-06-29,4.0,Neutral,Breakfast queue,Agoda,2025-06-29 12:00:00
RV000885,BK101705,2025-06-29,5.0,Positive,,Agoda,2025-06-29 12:00:00
RV000886,BK101707,2025-06-26,4.2,Neutral,Elevator wait,Agoda,2025-06-26 12:00:00
RV000887,BK101711,2025-06-28,4.4,Neutral,Breakfast queue,Booking.com,2025-06-28 12:00:00
RV000888,BK101712,2025-07-02,4.6,Positive,,Booking.com,2025-07-02 12:00:00
RV000889,BK101715,2025-06-26,4.2,Neutral,Elevator wait,Other OTA,2025-06-26 12:00:00
RV000890,BK101716,2025-07-04,4.6,Positive,,Other OTA,2025-07-04 12:00:00
RV000891,BK101718,2025-07-02,4.4,Neutral,,Traveloka,2025-07-02 12:00:00
RV000892,BK101721,2025-06-26,4.1,Neutral,Breakfast queue,Post-stay survey,2025-06-26 12:00:00
RV000893,BK101724,2025-06-28,4.1,Neutral,Breakfast queue,Agoda,2025-06-28 12:00:00
RV000894,BK101726,2025-07-01,3.8,Negative,Air-conditioner issue,Post-stay survey,2025-07-01 12:00:00
RV000895,BK101727,2025-07-01,4.0,Neutral,Elevator wait,Booking.com,2025-07-01 12:00:00
RV000896,BK101729,2025-07-02,4.6,Positive,,Other OTA,2025-07-02 12:00:00
RV000897,BK101730,2025-06-27,4.2,Neutral,,Post-stay survey,2025-06-27 12:00:00
RV000898,BK101731,2025-06-29,4.5,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000899,BK101734,2025-06-30,4.6,Positive,,Post-stay survey,2025-06-30 12:00:00
RV000900,BK101736,2025-06-28,4.4,Neutral,,Other OTA,2025-06-28 12:00:00
RV000901,BK101740,2025-06-27,4.7,Positive,,Booking.com,2025-06-27 12:00:00
RV000902,BK101741,2025-07-02,5.0,Positive,,Traveloka,2025-07-02 12:00:00
RV000903,BK101744,2025-07-02,4.4,Neutral,Elevator wait,Booking.com,2025-07-02 12:00:00
RV000904,BK101746,2025-06-30,3.9,Negative,Air-conditioner issue,Traveloka,2025-06-30 12:00:00
RV000905,BK101748,2025-06-27,4.1,Neutral,Elevator wait,Agoda,2025-06-27 12:00:00
RV000906,BK101749,2025-06-28,4.9,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000907,BK101752,2025-06-29,4.5,Positive,,Booking.com,2025-06-29 12:00:00
RV000908,BK101755,2025-06-26,4.8,Positive,,Traveloka,2025-06-26 12:00:00
RV000909,BK101758,2025-06-25,4.3,Neutral,Elevator wait,Post-stay survey,2025-06-25 12:00:00
RV000910,BK101761,2025-06-29,3.9,Negative,Noise,Traveloka,2025-06-29 12:00:00
RV000911,BK101763,2025-06-29,4.2,Neutral,Elevator wait,Traveloka,2025-06-29 12:00:00
RV000912,BK101766,2025-06-28,4.5,Positive,,Booking.com,2025-06-28 12:00:00
RV000913,BK101769,2025-06-30,3.7,Negative,Noise,Traveloka,2025-06-30 12:00:00
RV000914,BK101771,2025-06-28,4.8,Positive,,Agoda,2025-06-28 12:00:00
RV000915,BK101772,2025-06-27,4.5,Positive,,Agoda,2025-06-27 12:00:00
RV000916,BK101775,2025-06-27,4.2,Neutral,,Post-stay survey,2025-06-27 12:00:00
RV000917,BK101776,2025-06-27,4.6,Positive,,Traveloka,2025-06-27 12:00:00
RV000918,BK101779,2025-06-27,4.7,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000919,BK101782,2025-06-30,4.7,Positive,,Traveloka,2025-06-30 12:00:00
RV000920,BK101783,2025-06-29,4.4,Neutral,Elevator wait,Post-stay survey,2025-06-29 12:00:00
RV000921,BK101784,2025-07-02,4.3,Neutral,,Booking.com,2025-07-02 12:00:00
RV000922,BK101785,2025-07-01,4.5,Positive,,Post-stay survey,2025-07-01 12:00:00
RV000923,BK101786,2025-06-29,4.8,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000924,BK101787,2025-07-01,4.3,Neutral,Breakfast queue,Other OTA,2025-07-01 12:00:00
RV000925,BK101788,2025-07-03,4.3,Neutral,Breakfast queue,Agoda,2025-07-03 12:00:00
RV000926,BK101790,2025-07-02,4.7,Positive,,Post-stay survey,2025-07-02 12:00:00
RV000927,BK101794,2025-07-01,4.3,Neutral,,Traveloka,2025-07-01 12:00:00
RV000928,BK101796,2025-07-01,4.4,Neutral,,Post-stay survey,2025-07-01 12:00:00
RV000929,BK101798,2025-06-28,4.5,Positive,,Agoda,2025-06-28 12:00:00
RV000930,BK101801,2025-06-29,4.2,Neutral,Elevator wait,Traveloka,2025-06-29 12:00:00
RV000931,BK101804,2025-06-27,4.7,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000932,BK101805,2025-07-01,4.7,Positive,,Post-stay survey,2025-07-01 12:00:00
RV000933,BK101806,2025-06-26,3.9,Negative,Room cleaning delay,Agoda,2025-06-26 12:00:00
RV000934,BK101807,2025-06-27,4.4,Neutral,Breakfast queue,Booking.com,2025-06-27 12:00:00
RV000935,BK101810,2025-06-29,4.7,Positive,,Booking.com,2025-06-29 12:00:00
RV000936,BK101811,2025-06-27,4.3,Neutral,Elevator wait,Traveloka,2025-06-27 12:00:00
RV000937,BK101812,2025-07-03,4.6,Positive,,Agoda,2025-07-03 12:00:00
RV000938,BK101816,2025-07-01,5.0,Positive,,Post-stay survey,2025-07-01 12:00:00
RV000939,BK101820,2025-06-30,4.4,Neutral,Elevator wait,Post-stay survey,2025-06-30 12:00:00
RV000940,BK101821,2025-06-26,4.7,Positive,,Post-stay survey,2025-06-26 12:00:00
RV000941,BK101826,2025-06-28,4.8,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000942,BK101828,2025-06-27,4.3,Neutral,Breakfast queue,Booking.com,2025-06-27 12:00:00
RV000943,BK101830,2025-06-29,4.4,Neutral,Room view expectation,Other OTA,2025-06-29 12:00:00
RV000944,BK101832,2025-06-27,4.9,Positive,,Traveloka,2025-06-27 12:00:00
RV000945,BK101833,2025-06-27,4.8,Positive,,Agoda,2025-06-27 12:00:00
RV000946,BK101835,2025-07-02,4.8,Positive,,Post-stay survey,2025-07-02 12:00:00
RV000947,BK101836,2025-07-03,3.9,Negative,Noise,Traveloka,2025-07-03 12:00:00
RV000948,BK101838,2025-07-02,4.4,Neutral,,Traveloka,2025-07-02 12:00:00
RV000949,BK101840,2025-06-28,4.1,Neutral,Room view expectation,Post-stay survey,2025-06-28 12:00:00
RV000950,BK101842,2025-07-02,4.4,Neutral,Room view expectation,Agoda,2025-07-02 12:00:00
RV000951,BK101846,2025-07-01,4.5,Positive,,Post-stay survey,2025-07-01 12:00:00
RV000952,BK101848,2025-06-28,5.0,Positive,,Booking.com,2025-06-28 12:00:00
RV000953,BK101849,2025-07-02,4.2,Neutral,,Post-stay survey,2025-07-02 12:00:00
RV000954,BK101853,2025-07-03,4.1,Neutral,Breakfast queue,Booking.com,2025-07-03 12:00:00
RV000955,BK101856,2025-06-28,4.5,Positive,,Booking.com,2025-06-28 12:00:00
RV000956,BK101858,2025-06-27,4.7,Positive,,Agoda,2025-06-27 12:00:00
RV000957,BK101859,2025-07-01,4.2,Neutral,Room view expectation,Agoda,2025-07-01 12:00:00
RV000958,BK101860,2025-07-01,4.8,Positive,,Agoda,2025-07-01 12:00:00
RV000959,BK101866,2025-07-02,4.1,Neutral,Elevator wait,Agoda,2025-07-02 12:00:00
RV000960,BK101867,2025-06-28,4.6,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000961,BK101869,2025-06-29,4.7,Positive,,Post-stay survey,2025-06-29 12:00:00
RV000962,BK101870,2025-06-27,4.0,Neutral,,Post-stay survey,2025-06-27 12:00:00
RV000963,BK101871,2025-07-03,4.2,Neutral,,Post-stay survey,2025-07-03 12:00:00
RV000964,BK101872,2025-07-03,3.7,Negative,Check-in waiting time,Booking.com,2025-07-03 12:00:00
RV000965,BK101876,2025-07-01,4.5,Positive,,Traveloka,2025-07-01 12:00:00
RV000966,BK101881,2025-07-02,4.7,Positive,,Post-stay survey,2025-07-02 12:00:00
RV000967,BK101882,2025-07-01,4.7,Positive,,Booking.com,2025-07-01 12:00:00
RV000968,BK101883,2025-07-02,4.1,Neutral,Elevator wait,Agoda,2025-07-02 12:00:00
RV000969,BK101884,2025-07-03,4.1,Neutral,Elevator wait,Other OTA,2025-07-03 12:00:00
RV000970,BK101886,2025-06-28,5.0,Positive,,Post-stay survey,2025-06-28 12:00:00
RV000971,BK101891,2025-06-27,4.9,Positive,,Post-stay survey,2025-06-27 12:00:00
RV000972,BK101892,2025-06-30,4.5,Positive,,Agoda,2025-06-30 12:00:00
RV000973,BK101896,2025-06-27,4.7,Positive,,Booking.com,2025-06-27 12:00:00
RV000974,BK101897,2025-07-03,4.6,Positive,,Post-stay survey,2025-07-03 12:00:00
RV000975,BK101898,2025-07-04,4.4,Neutral,Breakfast queue,Other OTA,2025-07-04 12:00:00
RV000976,BK101899,2025-06-29,4.2,Neutral,Room view expectation,Traveloka,2025-06-29 12:00:00
RV000977,BK101900,2025-07-03,5.0,Positive,,Agoda,2025-07-03 12:00:00
RV000978,BK101902,2025-07-02,4.3,Neutral,Room view expectation,Booking.com,2025-07-02 12:00:00
RV000979,BK101903,2025-06-30,4.4,Neutral,,Agoda,2025-06-30 12:00:00
RV000980,BK101906,2025-06-29,5.0,Positive,,Agoda,2025-06-29 12:00:00
RV000981,BK101907,2025-06-28,4.6,Positive,,Agoda,2025-06-28 12:00:00
RV000982,BK101908,2025-06-29,4.4,Neutral,Elevator wait,Traveloka,2025-06-29 12:00:00
RV000983,BK101909,2025-07-04,4.4,Neutral,Breakfast queue,Post-stay survey,2025-07-04 12:00:00
RV000984,BK101911,2025-07-05,4.4,Neutral,Breakfast queue,Agoda,2025-07-05 12:00:00
RV000985,BK101913,2025-06-27,5.0,Positive,,Agoda,2025-06-27 12:00:00
RV000986,BK101914,2025-06-30,4.5,Positive,,Post-stay survey,2025-06-30 12:00:00
RV000987,BK101918,2025-07-04,4.1,Neutral,Room view expectation,Post-stay survey,2025-07-04 12:00:00
RV000988,BK101923,2025-07-01,4.1,Neutral,,Booking.com,2025-07-01 12:00:00
RV000989,BK101924,2025-07-03,4.4,Neutral,,Traveloka,2025-07-03 12:00:00
RV000990,BK101926,2025-06-29,4.4,Neutral,Room view expectation,Agoda,2025-06-29 12:00:00
RV000991,BK101927,2025-07-03,4.9,Positive,,Booking.com,2025-07-03 12:00:00
RV000992,BK101933,2025-07-03,3.9,Negative,Air-conditioner issue,Post-stay survey,2025-07-03 12:00:00
RV000993,BK101936,2025-06-28,4.4,Neutral,Breakfast queue,Booking.com,2025-06-28 12:00:00
RV000994,BK101938,2025-06-29,4.6,Positive,,Agoda,2025-06-29 12:00:00
RV000995,BK101941,2025-07-01,4.2,Neutral,Room view expectation,Agoda,2025-07-01 12:00:00
RV000996,BK101942,2025-07-03,5.0,Positive,,Agoda,2025-07-03 12:00:00
RV000997,BK101943,2025-06-30,4.6,Positive,,Agoda,2025-06-30 12:00:00
RV000998,BK101946,2025-06-30,4.3,Neutral,,Agoda,2025-06-30 12:00:00
RV000999,BK101950,2025-07-04,5.0,Positive,,Booking.com,2025-07-04 12:00:00
RV001000,BK101951,2025-07-02,4.1,Neutral,Elevator wait,Post-stay survey,2025-07-02 12:00:00
RV001001,BK101953,2025-07-02,4.5,Positive,,Post-stay survey,2025-07-02 12:00:00
RV001002,BK101955,2025-07-01,5.0,Positive,,Post-stay survey,2025-07-01 12:00:00
RV001003,BK101956,2025-06-29,4.6,Positive,,Booking.com,2025-06-29 12:00:00
RV001004,BK101959,2025-07-02,4.5,Positive,,Booking.com,2025-07-02 12:00:00
RV001005,BK101962,2025-07-03,5.0,Positive,,Traveloka,2025-07-03 12:00:00
RV001006,BK101964,2025-07-02,4.9,Positive,,Post-stay survey,2025-07-02 12:00:00
RV001007,BK101966,2025-06-27,4.8,Positive,,Agoda,2025-06-27 12:00:00
RV001008,BK101967,2025-07-01,4.3,Neutral,Room view expectation,Post-stay survey,2025-07-01 12:00:00
RV001009,BK101968,2025-06-27,4.5,Positive,,Booking.com,2025-06-27 12:00:00
RV001010,BK101969,2025-07-03,4.8,Positive,,Post-stay survey,2025-07-03 12:00:00
RV001011,BK101971,2025-07-05,4.9,Positive,,Traveloka,2025-07-05 12:00:00
RV001012,BK101972,2025-07-03,4.5,Positive,,Traveloka,2025-07-03 12:00:00
RV001013,BK101973,2025-07-02,4.1,Neutral,,Post-stay survey,2025-07-02 12:00:00
RV001014,BK101975,2025-07-02,4.9,Positive,,Traveloka,2025-07-02 12:00:00
RV001015,BK101976,2025-07-03,5.0,Positive,,Post-stay survey,2025-07-03 12:00:00
RV001016,BK101978,2025-07-01,4.4,Neutral,Room view expectation,Booking.com,2025-07-01 12:00:00
RV001017,BK101979,2025-06-29,4.7,Positive,,Agoda,2025-06-29 12:00:00
RV001018,BK101983,2025-06-28,5.0,Positive,,Post-stay survey,2025-06-28 12:00:00
RV001019,BK101985,2025-07-01,4.9,Positive,,Post-stay survey,2025-07-01 12:00:00
RV001020,BK101995,2025-07-03,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-03 12:00:00
RV001021,BK101996,2025-06-30,4.2,Neutral,Breakfast queue,Post-stay survey,2025-06-30 12:00:00
RV001022,BK101997,2025-07-04,4.8,Positive,,Booking.com,2025-07-04 12:00:00
RV001023,BK101998,2025-07-04,4.6,Positive,,Post-stay survey,2025-07-04 12:00:00
RV001024,BK101999,2025-07-03,4.8,Positive,,Agoda,2025-07-03 12:00:00
RV001025,BK102001,2025-06-28,4.4,Neutral,Elevator wait,Post-stay survey,2025-06-28 12:00:00
RV001026,BK102003,2025-07-03,4.5,Positive,,Booking.com,2025-07-03 12:00:00
RV001027,BK102005,2025-07-01,4.4,Neutral,Breakfast queue,Agoda,2025-07-01 12:00:00
RV001028,BK102006,2025-07-05,4.5,Positive,,Agoda,2025-07-05 12:00:00
RV001029,BK102007,2025-07-04,5.0,Positive,,Post-stay survey,2025-07-04 12:00:00
RV001030,BK102009,2025-07-01,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-01 12:00:00
RV001031,BK102010,2025-07-05,4.3,Neutral,Breakfast queue,Post-stay survey,2025-07-05 12:00:00
RV001032,BK102012,2025-07-04,4.4,Neutral,Elevator wait,Post-stay survey,2025-07-04 12:00:00
RV001033,BK102015,2025-07-04,4.9,Positive,,Booking.com,2025-07-04 12:00:00
RV001034,BK102017,2025-07-02,4.2,Neutral,,Agoda,2025-07-02 12:00:00
RV001035,BK102018,2025-07-02,4.8,Positive,,Booking.com,2025-07-02 12:00:00
RV001036,BK102019,2025-07-01,3.9,Negative,Air-conditioner issue,Other OTA,2025-07-01 12:00:00
RV001037,BK102020,2025-06-30,4.5,Positive,,Agoda,2025-06-30 12:00:00
RV001038,BK102021,2025-07-02,3.8,Negative,Check-in waiting time,Traveloka,2025-07-02 12:00:00
RV001039,BK102022,2025-06-30,4.4,Neutral,,Other OTA,2025-06-30 12:00:00
RV001040,BK102023,2025-07-03,4.5,Positive,,Other OTA,2025-07-03 12:00:00
RV001041,BK102025,2025-07-03,4.8,Positive,,Post-stay survey,2025-07-03 12:00:00
RV001042,BK102027,2025-06-30,4.3,Neutral,,Agoda,2025-06-30 12:00:00
RV001043,BK102028,2025-07-02,4.3,Neutral,Elevator wait,Agoda,2025-07-02 12:00:00
RV001044,BK102029,2025-07-03,4.5,Positive,,Booking.com,2025-07-03 12:00:00
RV001045,BK102032,2025-07-06,4.2,Neutral,,Post-stay survey,2025-07-06 12:00:00
RV001046,BK102034,2025-06-28,4.7,Positive,,Post-stay survey,2025-06-28 12:00:00
RV001047,BK102036,2025-06-28,4.1,Neutral,Breakfast queue,Agoda,2025-06-28 12:00:00
RV001048,BK102037,2025-07-03,4.0,Neutral,Breakfast queue,Traveloka,2025-07-03 12:00:00
RV001049,BK102038,2025-06-30,4.9,Positive,,Post-stay survey,2025-06-30 12:00:00
RV001050,BK102039,2025-07-01,4.2,Neutral,Room view expectation,Other OTA,2025-07-01 12:00:00
RV001051,BK102040,2025-07-03,4.5,Positive,,Traveloka,2025-07-03 12:00:00
RV001052,BK102041,2025-07-05,4.4,Neutral,Breakfast queue,Post-stay survey,2025-07-05 12:00:00
RV001053,BK102043,2025-07-01,4.1,Neutral,Room view expectation,Booking.com,2025-07-01 12:00:00
RV001054,BK102045,2025-07-05,5.0,Positive,,Post-stay survey,2025-07-05 12:00:00
