booking_id,customer_id,booking_date,checkin_date,checkout_date,stay_nights,room_type_id,channel_id,segment_id,promotion_id,adults,children,lead_time_days,booking_status,cancellation_date,cancellation_reason,listed_room_revenue,gross_room_revenue,commission_amount,promotion_cost,breakfast_cost,housekeeping_cost,utilities_cost,room_amenity_cost,net_room_revenue,contribution_profit,payment_currency,created_at,updated_at
BK101174,C540813,2025-06-06,2025-06-15,2025-06-16,1,1,3,2,0,2,0,9,CONFIRMED,,,1740000,1740000,261000,0,230000,183200,212800,108000,1479000,745000,VND,2025-06-06 10:07:00,2025-06-06 10:25:00
BK101175,C543385,2025-05-19,2025-06-15,2025-06-18,3,1,1,2,3,2,0,27,CONFIRMED,,,4760000,4520000,813600,240000,690000,549600,528400,324000,3706400,1374400,VND,2025-05-19 10:30:00,2025-05-19 10:11:00
BK101176,C573207,2025-04-17,2025-06-15,2025-06-19,4,1,4,7,4,2,0,59,CONFIRMED,,,5920000,5330000,906100,590000,920000,732800,686200,432000,4423900,1062900,VND,2025-04-17 10:33:00,2025-04-17 10:26:00
BK101177,C529988,2025-06-08,2025-06-15,2025-06-16,1,1,6,4,1,1,0,7,CONFIRMED,,,1680000,1550000,0,130000,115000,183200,212800,80000,1550000,829000,VND,2025-06-08 10:12:00,2025-06-08 10:10:00
BK101178,C500179,2025-05-17,2025-06-15,2025-06-16,1,2,2,1,0,2,0,29,CONFIRMED,,,2160000,2160000,432000,0,230000,187000,218000,108000,1728000,985000,VND,2025-05-17 10:14:00,2025-05-17 10:57:00
BK101179,C535620,2025-04-23,2025-06-15,2025-06-18,3,2,2,7,0,2,0,53,CONFIRMED,,,5460000,5460000,1092000,0,690000,561000,544000,324000,4368000,2249000,VND,2025-04-23 10:27:00,2025-04-23 10:19:00
BK101180,C551211,2025-04-21,2025-06-15,2025-06-17,2,2,2,6,2,2,0,55,CONFIRMED,,,3850000,3380000,676000,329000,460000,374000,381000,216000,2704000,944000,VND,2025-04-21 10:09:00,2025-04-21 10:02:00
BK101181,C546971,2025-03-10,2025-06-15,2025-06-17,2,2,7,3,5,2,0,97,CONFIRMED,,,3250000,3020000,302000,230000,0,374000,381000,216000,2718000,1517000,VND,2025-03-10 10:26:00,2025-03-10 10:45:00
BK101182,C565367,2025-05-09,2025-06-15,2025-06-19,4,2,2,6,0,2,0,37,CONFIRMED,,,7490000,7490000,1498000,0,920000,748000,707000,432000,5992000,3185000,VND,2025-05-09 10:59:00,2025-05-09 10:22:00
BK101183,C526332,2025-05-18,2025-06-15,2025-06-18,3,2,2,5,2,2,0,28,CONFIRMED,,,5810000,5120000,1024000,483000,690000,561000,544000,324000,4096000,1494000,VND,2025-05-18 10:32:00,2025-05-18 10:58:00
BK101184,C500734,2025-04-30,2025-06-15,2025-06-16,1,2,1,5,0,2,0,46,CONFIRMED,,,2080000,2080000,374400,0,230000,187000,218000,108000,1705600,962600,VND,2025-04-30 10:23:00,2025-04-30 10:03:00
BK101185,C519276,2025-05-04,2025-06-15,2025-06-16,1,2,1,5,0,2,0,42,CONFIRMED,,,2160000,2160000,388800,0,230000,187000,218000,108000,1771200,1028200,VND,2025-05-04 10:21:00,2025-05-04 10:08:00
BK101186,C522240,2025-04-26,2025-06-15,2025-06-17,2,2,6,6,0,2,0,50,CONFIRMED,,,3660000,3660000,0,0,460000,374000,381000,216000,3660000,2229000,VND,2025-04-26 10:44:00,2025-04-26 10:35:00
BK101187,C571239,2025-05-27,2025-06-15,2025-06-17,2,2,6,2,1,2,0,19,CONFIRMED,,,3740000,3440000,0,300000,460000,374000,381000,216000,3440000,1709000,VND,2025-05-27 10:02:00,2025-05-27 10:02:00
BK101188,C557328,2025-05-20,2025-06-15,2025-06-17,2,2,2,5,0,2,0,26,CONFIRMED,,,3960000,3960000,792000,0,460000,374000,381000,216000,3168000,1737000,VND,2025-05-20 10:07:00,2025-05-20 10:27:00
BK101189,C546938,2025-04-20,2025-06-15,2025-06-18,3,2,1,8,4,1,0,56,CONFIRMED,,,5520000,4970000,894600,550000,345000,561000,544000,240000,4075400,1835400,VND,2025-04-20 10:00:00,2025-04-20 10:25:00
BK101190,C539880,2025-05-07,2025-06-15,2025-06-18,3,2,6,2,0,2,0,39,CONFIRMED,,,5400000,5400000,0,0,690000,561000,544000,324000,5400000,3281000,VND,2025-05-07 10:32:00,2025-05-07 10:07:00
BK101191,C521371,2025-03-13,2025-06-15,2025-06-18,3,2,7,9,4,2,0,94,CONFIRMED,,,4960000,4460000,446000,500000,0,561000,544000,324000,4014000,2085000,VND,2025-03-13 10:50:00,2025-03-13 10:54:00
BK101192,C578766,2025-05-19,2025-06-15,2025-06-20,5,2,2,5,0,2,0,27,CONFIRMED,,,9340000,9340000,1868000,0,1150000,935000,870000,540000,7472000,3977000,VND,2025-05-19 10:29:00,2025-05-19 10:49:00
BK101193,C528699,2025-04-16,2025-06-15,2025-06-20,5,2,3,7,0,2,0,60,CONFIRMED,,,9030000,9030000,1354500,0,1150000,935000,870000,540000,7675500,4180500,VND,2025-04-16 10:53:00,2025-04-16 10:53:00
BK101194,C558528,2025-06-05,2025-06-15,2025-06-16,1,2,5,4,0,1,0,10,CONFIRMED,,,2040000,2040000,0,0,115000,187000,218000,80000,2040000,1440000,VND,2025-06-05 10:25:00,2025-06-05 10:38:00
BK101195,C558662,2025-05-07,2025-06-15,2025-06-19,4,2,2,2,3,2,0,39,CONFIRMED,,,7570000,7180000,1436000,390000,920000,748000,707000,432000,5744000,2547000,VND,2025-05-07 10:28:00,2025-05-07 10:29:00
BK101196,C562677,2025-04-20,2025-06-15,2025-06-18,3,2,7,6,4,2,0,56,CONFIRMED,,,4870000,4370000,437000,500000,0,561000,544000,324000,3933000,2004000,VND,2025-04-20 10:24:00,2025-04-20 10:48:00
BK101197,C550055,2025-05-16,2025-06-15,2025-06-16,1,2,3,1,0,2,0,30,CONFIRMED,,,2150000,2150000,322500,0,230000,187000,218000,108000,1827500,1084500,VND,2025-05-16 10:14:00,2025-05-16 10:22:00
BK101198,C519097,2025-04-28,2025-06-15,2025-06-17,2,2,1,1,2,2,0,48,CONFIRMED,,,3780000,3320000,597600,322000,460000,374000,381000,216000,2722400,969400,VND,2025-04-28 10:43:00,2025-04-28 10:31:00
BK101199,C520714,2025-05-17,2025-06-15,2025-06-18,3,2,2,3,4,2,0,29,CONFIRMED,,,5870000,5290000,1058000,580000,690000,561000,544000,324000,4232000,1533000,VND,2025-05-17 10:36:00,2025-05-17 10:50:00
BK101200,C541171,2025-04-23,2025-06-15,2025-06-16,1,2,3,8,0,1,0,53,CONFIRMED,,,2000000,2000000,300000,0,115000,187000,218000,80000,1700000,1100000,VND,2025-04-23 10:47:00,2025-04-23 10:04:00
BK101201,C563458,2025-05-16,2025-06-15,2025-06-17,2,2,5,2,0,2,0,30,CONFIRMED,,,3760000,3760000,0,0,460000,374000,381000,216000,3760000,2329000,VND,2025-05-16 10:14:00,2025-05-16 10:39:00
BK101202,C570230,2025-05-14,2025-06-15,2025-06-16,1,2,3,1,0,2,0,32,CONFIRMED,,,2130000,2130000,319500,0,230000,187000,218000,108000,1810500,1067500,VND,2025-05-14 10:30:00,2025-05-14 10:57:00
BK101203,C551698,2025-05-11,2025-06-15,2025-06-18,3,2,4,3,2,2,0,35,CONFIRMED,,,5750000,5060000,860200,483000,690000,561000,544000,324000,4199800,1597800,VND,2025-05-11 10:28:00,2025-05-11 10:31:00
BK101204,C539828,2025-04-26,2025-06-15,2025-06-18,3,2,5,6,1,2,0,50,CONFIRMED,,,5400000,4970000,0,430000,690000,561000,544000,324000,4970000,2421000,VND,2025-04-26 10:22:00,2025-04-26 10:40:00
BK101205,C545188,2025-05-28,2025-06-15,2025-06-18,3,2,3,1,2,2,0,18,CONFIRMED,,,5710000,5020000,753000,483000,690000,561000,544000,324000,4267000,1665000,VND,2025-05-28 10:45:00,2025-05-28 10:10:00
BK101206,C584287,2025-05-17,2025-06-15,2025-06-17,2,3,2,8,2,1,0,29,CONFIRMED,,,4970000,4370000,874000,420000,230000,381600,391400,160000,3496000,1913000,VND,2025-05-17 10:50:00,2025-05-17 10:19:00
BK101207,C568386,2025-04-28,2025-06-15,2025-06-19,4,3,1,7,0,2,0,48,CONFIRMED,,,9210000,9210000,1657800,0,920000,763200,727800,432000,7552200,4709200,VND,2025-04-28 10:23:00,2025-04-28 10:43:00
BK101208,C558764,2025-05-14,2025-06-15,2025-06-17,2,3,1,2,0,2,1,32,CONFIRMED,,,5030000,5030000,905400,0,610000,381600,391400,272000,4124600,2469600,VND,2025-05-14 10:10:00,2025-05-14 10:42:00
BK101209,C530451,2025-04-09,2025-06-15,2025-06-17,2,3,1,9,0,2,0,67,CONFIRMED,,,4870000,4870000,876600,0,460000,381600,391400,216000,3993400,2544400,VND,2025-04-09 10:19:00,2025-04-09 10:50:00
BK101210,C544509,2025-05-25,2025-06-15,2025-06-16,1,3,3,1,0,2,0,21,CONFIRMED,,,2820000,2820000,423000,0,230000,190800,223200,108000,2397000,1645000,VND,2025-05-25 10:04:00,2025-05-25 10:24:00
BK101211,C552645,2025-05-13,2025-06-15,2025-06-17,2,3,4,6,2,3,0,33,CONFIRMED,,,5100000,4490000,763300,427000,690000,381600,391400,272000,3726700,1564700,VND,2025-05-13 10:44:00,2025-05-13 10:21:00
BK101212,C509341,2025-03-24,2025-06-15,2025-06-19,4,3,2,5,0,2,0,83,CONFIRMED,,,9120000,9120000,1824000,0,920000,763200,727800,432000,7296000,4453000,VND,2025-03-24 10:57:00,2025-03-24 10:30:00
BK101213,C544537,2025-06-04,2025-06-15,2025-06-17,2,3,3,2,3,2,1,11,CONFIRMED,,,5100000,4840000,726000,260000,610000,381600,391400,272000,4114000,2199000,VND,2025-06-04 10:20:00,2025-06-04 10:45:00
BK101214,C546057,2025-05-12,2025-06-15,2025-06-19,4,3,2,7,2,2,0,34,CONFIRMED,,,9580000,8430000,1686000,805000,920000,763200,727800,432000,6744000,3096000,VND,2025-05-12 10:14:00,2025-05-12 10:44:00
BK101215,C538242,2025-04-12,2025-06-15,2025-06-17,2,3,1,6,2,3,0,64,CONFIRMED,,,4830000,4250000,765000,406000,690000,381600,391400,272000,3485000,1344000,VND,2025-04-12 10:32:00,2025-04-12 10:26:00
BK101216,C589814,2025-03-26,2025-06-15,2025-06-17,2,3,7,3,0,3,0,81,CONFIRMED,,,4230000,4230000,423000,0,0,381600,391400,272000,3807000,2762000,VND,2025-03-26 10:32:00,2025-03-26 10:54:00
BK101217,C578168,2025-06-11,2025-06-15,2025-06-17,2,3,1,3,0,3,0,4,CONFIRMED,,,5050000,5050000,909000,0,690000,381600,391400,272000,4141000,2406000,VND,2025-06-11 10:08:00,2025-06-11 10:28:00
BK101218,C578050,2025-05-10,2025-06-15,2025-06-16,1,3,5,1,1,2,0,36,CONFIRMED,,,2630000,2420000,0,210000,230000,190800,223200,108000,2420000,1458000,VND,2025-05-10 10:23:00,2025-05-10 10:21:00
BK101219,C538800,2025-05-15,2025-06-15,2025-06-18,3,4,1,5,2,2,0,31,CONFIRMED,,,8070000,7110000,1279800,672000,690000,561000,544000,399000,5830200,2964200,VND,2025-05-15 10:47:00,2025-05-15 10:24:00
BK101220,C526267,2025-04-20,2025-06-15,2025-06-16,1,4,7,1,0,2,0,56,CONFIRMED,,,2520000,2520000,252000,0,0,187000,218000,133000,2268000,1730000,VND,2025-04-20 10:43:00,2025-04-20 10:48:00
BK101221,C582750,2025-06-02,2025-06-15,2025-06-16,1,4,2,2,2,2,0,13,CONFIRMED,,,2950000,2590000,518000,252000,230000,187000,218000,133000,2072000,1052000,VND,2025-06-02 10:32:00,2025-06-02 10:08:00
BK101222,C558498,2025-06-09,2025-06-15,2025-06-16,1,4,5,4,1,1,0,6,CONFIRMED,,,2850000,2620000,0,230000,115000,187000,218000,105000,2620000,1765000,VND,2025-06-09 10:47:00,2025-06-09 10:14:00
BK101223,C521695,2025-04-10,2025-06-15,2025-06-20,5,4,1,7,0,2,0,66,CONFIRMED,,,12490000,12490000,2248200,0,1150000,935000,870000,665000,10241800,6621800,VND,2025-04-10 10:25:00,2025-04-10 10:33:00
BK101224,C556247,2025-05-21,2025-06-15,2025-06-17,2,4,1,2,2,2,0,25,CONFIRMED,,,5620000,4940000,889200,476000,460000,374000,381000,266000,4050800,2093800,VND,2025-05-21 10:08:00,2025-05-21 10:45:00
BK101225,C542206,2025-05-19,2025-06-15,2025-06-18,3,4,2,2,4,2,0,27,CONFIRMED,,,8260000,7430000,1486000,830000,690000,561000,544000,399000,5944000,2920000,VND,2025-05-19 10:49:00,2025-05-19 10:34:00
BK101226,C580030,2025-04-29,2025-06-15,2025-06-17,2,4,7,3,0,2,0,47,CONFIRMED,,,4610000,4610000,461000,0,0,374000,381000,266000,4149000,3128000,VND,2025-04-29 10:09:00,2025-04-29 10:23:00
BK101227,C532868,2025-06-04,2025-06-15,2025-06-17,2,4,3,2,2,2,0,11,CONFIRMED,,,5640000,4960000,744000,476000,460000,374000,381000,266000,4216000,2259000,VND,2025-06-04 10:01:00,2025-06-04 10:27:00
BK101228,C550240,2025-05-02,2025-06-15,2025-06-18,3,4,1,9,0,2,0,44,CONFIRMED,,,7930000,7930000,1427400,0,690000,561000,544000,399000,6502600,4308600,VND,2025-05-02 10:05:00,2025-05-02 10:40:00
BK101229,C564389,2025-05-26,2025-06-15,2025-06-17,2,4,3,1,2,2,0,20,CONFIRMED,,,5560000,4890000,733500,469000,460000,374000,381000,266000,4156500,2206500,VND,2025-05-26 10:31:00,2025-05-26 10:37:00
BK101230,C529626,2025-04-28,2025-06-15,2025-06-18,3,4,1,3,2,2,0,48,CONFIRMED,,,7720000,6780000,1220400,658000,690000,561000,544000,399000,5559600,2707600,VND,2025-04-28 10:45:00,2025-04-28 10:34:00
BK101231,C521751,2025-05-12,2025-06-15,2025-06-17,2,4,4,5,2,2,0,34,CONFIRMED,,,5610000,4930000,838100,476000,460000,374000,381000,266000,4091900,2134900,VND,2025-05-12 10:07:00,2025-05-12 10:42:00
BK101232,C545295,2025-05-26,2025-06-15,2025-06-18,3,4,5,3,1,2,0,20,CONFIRMED,,,7770000,7150000,0,620000,690000,561000,544000,399000,7150000,4336000,VND,2025-05-26 10:22:00,2025-05-26 10:19:00
BK101233,C575000,2025-05-08,2025-06-15,2025-06-18,3,4,7,9,5,2,0,38,CONFIRMED,,,7050000,6560000,656000,490000,0,561000,544000,399000,5904000,3910000,VND,2025-05-08 10:57:00,2025-05-08 10:21:00
BK101234,C524618,2025-04-06,2025-06-15,2025-06-16,1,5,3,8,0,1,0,70,CONFIRMED,,,3560000,3560000,534000,0,115000,215500,257000,105000,3026000,2333500,VND,2025-04-06 10:02:00,2025-04-06 10:02:00
BK101235,C524275,2025-05-05,2025-06-15,2025-06-18,3,5,2,2,2,2,0,41,CONFIRMED,,,10290000,9050000,1810000,868000,690000,646500,661000,399000,7240000,3975500,VND,2025-05-05 10:22:00,2025-05-05 10:23:00
BK101236,C524829,2025-03-26,2025-06-15,2025-06-17,2,5,2,6,2,2,0,81,CONFIRMED,,,6720000,5920000,1184000,560000,460000,431000,459000,266000,4736000,2560000,VND,2025-03-26 10:11:00,2025-03-26 10:31:00
BK101237,C583332,2025-04-23,2025-06-15,2025-06-16,1,5,2,5,2,2,0,53,CONFIRMED,,,3500000,3080000,616000,294000,230000,215500,257000,133000,2464000,1334500,VND,2025-04-23 10:20:00,2025-04-23 10:20:00
BK101238,C561198,2025-06-08,2025-06-15,2025-06-16,1,5,3,4,0,1,0,7,CONFIRMED,,,3820000,3820000,573000,0,115000,215500,257000,105000,3247000,2554500,VND,2025-06-08 10:10:00,2025-06-08 10:06:00
BK101239,C528151,2025-06-05,2025-06-15,2025-06-16,1,5,2,1,2,2,0,10,CONFIRMED,,,3650000,3210000,642000,308000,230000,215500,257000,133000,2568000,1424500,VND,2025-06-05 10:41:00,2025-06-05 10:33:00
BK101240,C573056,2025-05-19,2025-06-15,2025-06-16,1,5,2,1,0,2,0,27,CONFIRMED,,,3690000,3690000,738000,0,230000,215500,257000,133000,2952000,2116500,VND,2025-05-19 10:33:00,2025-05-19 10:42:00
BK101241,C578243,2025-04-28,2025-06-15,2025-06-18,3,6,2,7,0,2,0,48,CONFIRMED,,,12190000,12190000,2438000,0,690000,675000,700000,399000,9752000,7288000,VND,2025-04-28 10:14:00,2025-04-28 10:22:00
BK101242,C544267,2025-05-17,2025-06-15,2025-06-16,1,6,5,1,0,2,0,29,CONFIRMED,,,4360000,4360000,0,0,230000,225000,270000,133000,4360000,3502000,VND,2025-05-17 10:02:00,2025-05-17 10:29:00
BK101243,C579752,2025-05-11,2025-06-15,2025-06-16,1,6,2,1,0,2,0,35,CONFIRMED,,,4480000,4480000,896000,0,230000,225000,270000,133000,3584000,2726000,VND,2025-05-11 10:33:00,2025-05-11 10:28:00
BK101244,C587664,2025-05-30,2025-06-15,2025-06-17,2,7,2,4,0,1,0,16,CONFIRMED,,,10900000,10900000,2180000,0,230000,520000,485000,160000,8720000,7325000,VND,2025-05-30 10:33:00,2025-05-30 10:46:00
BK101245,C525062,2025-05-06,2025-06-15,2025-06-16,1,7,7,4,5,1,0,40,CONFIRMED,,,4970000,4620000,462000,350000,115000,260000,270000,80000,4158000,3083000,VND,2025-05-06 10:39:00,2025-05-06 10:32:00
BK101246,C575152,2025-04-28,2025-06-15,2025-06-20,5,8,3,7,0,4,0,48,CONFIRMED,,,35180000,35180000,5277000,0,2300000,1537500,1455000,945000,29903000,23665500,VND,2025-04-28 10:33:00,2025-04-28 10:29:00
BK101247,C514292,2025-05-13,2025-06-16,2025-06-18,2,1,2,5,2,2,0,34,CONFIRMED,,,3020000,2660000,532000,252000,460000,366400,315600,216000,2128000,518000,VND,2025-05-13 10:26:00,2025-05-13 10:09:00
BK101248,C585723,2025-04-30,2025-06-16,2025-06-19,3,1,7,9,5,2,0,47,CONFIRMED,,,3690000,3420000,342000,270000,0,549600,473400,324000,3078000,1461000,VND,2025-04-30 10:39:00,2025-04-30 10:49:00
BK101249,C542707,2025-05-30,2025-06-16,2025-06-19,3,1,2,2,4,2,0,17,CONFIRMED,,,4420000,3970000,794000,450000,690000,549600,473400,324000,3176000,689000,VND,2025-05-30 10:25:00,2025-05-30 10:58:00
BK101250,C548549,2025-05-17,2025-06-16,2025-06-19,3,1,1,2,4,2,0,30,CONFIRMED,,,4410000,3980000,716400,430000,690000,549600,473400,324000,3263600,796600,VND,2025-05-17 10:08:00,2025-05-17 10:38:00
BK101251,C587791,2025-04-12,2025-06-16,2025-06-18,2,1,2,5,2,2,0,65,CONFIRMED,,,2740000,2410000,482000,231000,460000,366400,315600,216000,1928000,339000,VND,2025-04-12 10:37:00,2025-04-12 10:35:00
BK101252,C554201,2025-05-29,2025-06-16,2025-06-17,1,1,4,1,0,2,0,18,CONFIRMED,,,1430000,1430000,243100,0,230000,183200,157800,108000,1186900,507900,VND,2025-05-29 10:05:00,2025-05-29 10:49:00
BK101253,C587260,2025-04-12,2025-06-16,2025-06-18,2,1,1,6,0,2,0,65,CONFIRMED,,,2850000,2850000,513000,0,460000,366400,315600,216000,2337000,979000,VND,2025-04-12 10:46:00,2025-04-12 10:25:00
BK101254,C536161,2025-04-21,2025-06-16,2025-06-18,2,1,4,6,0,2,0,56,CONFIRMED,,,2810000,2810000,477700,0,460000,366400,315600,216000,2332300,974300,VND,2025-04-21 10:50:00,2025-04-21 10:24:00
BK101255,C567136,2025-04-16,2025-06-16,2025-06-17,1,1,7,1,5,2,0,61,CONFIRMED,,,1230000,1140000,114000,90000,0,183200,157800,108000,1026000,487000,VND,2025-04-16 10:41:00,2025-04-16 10:00:00
BK101256,C518113,2025-06-09,2025-06-16,2025-06-17,1,1,1,4,2,1,0,7,CONFIRMED,,,1490000,1310000,235800,126000,115000,183200,157800,80000,1074200,412200,VND,2025-06-09 10:48:00,2025-06-09 10:30:00
BK101257,C549918,2025-04-02,2025-06-16,2025-06-19,3,1,3,9,0,2,0,75,CONFIRMED,,,4300000,4300000,645000,0,690000,549600,473400,324000,3655000,1618000,VND,2025-04-02 10:50:00,2025-04-02 10:42:00
BK101258,C515339,2025-05-12,2025-06-16,2025-06-19,3,1,2,2,0,2,0,35,CONFIRMED,,,4400000,4400000,880000,0,690000,549600,473400,324000,3520000,1483000,VND,2025-05-12 10:07:00,2025-05-12 10:30:00
BK101259,C517818,2025-06-08,2025-06-16,2025-06-19,3,1,3,4,2,1,0,8,CONFIRMED,,,4420000,3890000,583500,371000,345000,549600,473400,240000,3306500,1327500,VND,2025-06-08 10:38:00,2025-06-08 10:21:00
BK101260,C535548,2025-03-24,2025-06-16,2025-06-20,4,1,2,6,0,2,0,84,CONFIRMED,,,5500000,5500000,1100000,0,920000,732800,631200,432000,4400000,1684000,VND,2025-03-24 10:20:00,2025-03-24 10:40:00
BK101261,C556731,2025-05-21,2025-06-16,2025-06-18,2,1,2,2,2,2,0,26,CONFIRMED,,,2840000,2500000,500000,238000,460000,366400,315600,216000,2000000,404000,VND,2025-05-21 10:22:00,2025-05-21 10:07:00
BK101262,C524517,2025-05-23,2025-06-16,2025-06-19,3,1,1,2,2,2,0,24,CONFIRMED,,,4400000,3870000,696600,371000,690000,549600,473400,324000,3173400,765400,VND,2025-05-23 10:50:00,2025-05-23 10:08:00
BK101263,C555773,2025-05-19,2025-06-16,2025-06-19,3,1,3,2,2,2,0,28,CONFIRMED,,,4530000,3990000,598500,378000,690000,549600,473400,324000,3391500,976500,VND,2025-05-19 10:19:00,2025-05-19 10:51:00
BK101264,C560243,2025-05-13,2025-06-16,2025-06-19,3,1,3,7,2,2,0,34,CONFIRMED,,,4430000,3900000,585000,371000,690000,549600,473400,324000,3315000,907000,VND,2025-05-13 10:02:00,2025-05-13 10:53:00
BK101265,C525965,2025-05-19,2025-06-16,2025-06-18,2,2,7,9,5,2,0,28,CONFIRMED,,,3250000,3030000,303000,220000,0,374000,326000,216000,2727000,1591000,VND,2025-05-19 10:49:00,2025-05-19 10:36:00
BK101266,C523995,2025-04-09,2025-06-16,2025-06-19,3,2,1,5,2,2,0,68,CONFIRMED,,,5280000,4650000,837000,441000,690000,561000,489000,324000,3813000,1308000,VND,2025-04-09 10:43:00,2025-04-09 10:50:00
BK101267,C541067,2025-06-11,2025-06-16,2025-06-17,1,2,6,4,1,1,0,5,CONFIRMED,,,1740000,1600000,0,140000,115000,187000,163000,80000,1600000,915000,VND,2025-06-11 10:40:00,2025-06-11 10:24:00
BK101268,C583765,2025-05-22,2025-06-16,2025-06-18,2,2,5,2,0,2,0,25,CONFIRMED,,,3410000,3410000,0,0,460000,374000,326000,216000,3410000,2034000,VND,2025-05-22 10:43:00,2025-05-22 10:41:00
BK101269,C585482,2025-05-27,2025-06-16,2025-06-18,2,2,6,1,0,2,0,20,CONFIRMED,,,3430000,3430000,0,0,460000,374000,326000,216000,3430000,2054000,VND,2025-05-27 10:06:00,2025-05-27 10:57:00
BK101270,C513377,2025-05-30,2025-06-16,2025-06-19,3,2,5,5,0,2,0,17,CONFIRMED,,,5240000,5240000,0,0,690000,561000,489000,324000,5240000,3176000,VND,2025-05-30 10:18:00,2025-05-30 10:09:00
BK101271,C547848,2025-05-30,2025-06-16,2025-06-17,1,2,2,4,2,1,0,17,CONFIRMED,,,1780000,1570000,314000,147000,115000,187000,163000,80000,1256000,564000,VND,2025-05-30 10:41:00,2025-05-30 10:50:00
BK101272,C560389,2025-05-22,2025-06-16,2025-06-18,2,2,2,3,0,2,0,25,CONFIRMED,,,3620000,3620000,724000,0,460000,374000,326000,216000,2896000,1520000,VND,2025-05-22 10:26:00,2025-05-22 10:36:00
BK101273,C583038,2025-06-10,2025-06-16,2025-06-18,2,2,3,2,0,2,0,6,CONFIRMED,,,3550000,3550000,532500,0,460000,374000,326000,216000,3017500,1641500,VND,2025-06-10 10:40:00,2025-06-10 10:01:00
BK101274,C523198,2025-04-20,2025-06-16,2025-06-18,2,2,3,6,0,2,0,57,CONFIRMED,,,3550000,3550000,532500,0,460000,374000,326000,216000,3017500,1641500,VND,2025-04-20 10:03:00,2025-04-20 10:21:00
BK101275,C536902,2025-04-08,2025-06-16,2025-06-18,2,2,7,9,0,2,0,69,CONFIRMED,,,3040000,3040000,304000,0,0,374000,326000,216000,2736000,1820000,VND,2025-04-08 10:27:00,2025-04-08 10:03:00
BK101276,C528022,2025-06-03,2025-06-16,2025-06-18,2,2,5,2,1,2,0,13,CONFIRMED,,,3390000,3120000,0,270000,460000,374000,326000,216000,3120000,1474000,VND,2025-06-03 10:18:00,2025-06-03 10:46:00
BK101277,C571416,2025-05-15,2025-06-16,2025-06-19,3,2,2,8,0,1,0,32,CONFIRMED,,,5390000,5390000,1078000,0,345000,561000,489000,240000,4312000,2677000,VND,2025-05-15 10:57:00,2025-05-15 10:00:00
BK101278,C515342,2025-05-04,2025-06-16,2025-06-19,3,2,1,6,4,2,0,43,CONFIRMED,,,5490000,4940000,889200,550000,690000,561000,489000,324000,4050800,1436800,VND,2025-05-04 10:44:00,2025-05-04 10:31:00
BK101279,C515143,2025-05-25,2025-06-16,2025-06-18,2,3,5,2,0,2,1,22,CONFIRMED,,,4430000,4430000,0,0,610000,381600,336400,272000,4430000,2830000,VND,2025-05-25 10:38:00,2025-05-25 10:30:00
BK101280,C524180,2025-05-13,2025-06-16,2025-06-18,2,3,7,3,0,3,0,34,CONFIRMED,,,4000000,4000000,400000,0,0,381600,336400,272000,3600000,2610000,VND,2025-05-13 10:07:00,2025-05-13 10:14:00
BK101281,C567491,2025-05-03,2025-06-16,2025-06-18,2,3,4,6,0,3,0,44,CONFIRMED,,,4650000,4650000,790500,0,690000,381600,336400,272000,3859500,2179500,VND,2025-05-03 10:34:00,2025-05-03 10:12:00
BK101282,C543980,2025-05-13,2025-06-16,2025-06-18,2,3,2,2,3,2,1,34,CONFIRMED,,,4610000,4370000,874000,240000,610000,381600,336400,272000,3496000,1656000,VND,2025-05-13 10:59:00,2025-05-13 10:25:00
BK101283,C541219,2025-03-13,2025-06-16,2025-06-19,3,3,7,3,4,3,0,95,CONFIRMED,,,5800000,5210000,521000,590000,0,572400,504600,408000,4689000,2614000,VND,2025-03-13 10:26:00,2025-03-13 10:58:00
BK101284,C528854,2025-04-20,2025-06-16,2025-06-18,2,3,7,3,5,3,0,57,CONFIRMED,,,3780000,3520000,352000,260000,0,381600,336400,272000,3168000,1918000,VND,2025-04-20 10:41:00,2025-04-20 10:45:00
BK101285,C526352,2025-04-17,2025-06-16,2025-06-19,3,3,4,6,2,3,0,60,CONFIRMED,,,6510000,5740000,975800,539000,1035000,572400,504600,408000,4764200,1705200,VND,2025-04-17 10:32:00,2025-04-17 10:15:00
BK101286,C513139,2025-05-30,2025-06-16,2025-06-17,1,4,5,1,1,2,0,17,CONFIRMED,,,2360000,2170000,0,190000,230000,187000,163000,133000,2170000,1267000,VND,2025-05-30 10:25:00,2025-05-30 10:54:00
BK101287,C512786,2025-06-08,2025-06-16,2025-06-19,3,4,3,3,0,2,0,8,CONFIRMED,,,7620000,7620000,1143000,0,690000,561000,489000,399000,6477000,4338000,VND,2025-06-08 10:11:00,2025-06-08 10:33:00
BK101288,C577976,2025-04-11,2025-06-16,2025-06-19,3,4,1,7,2,2,0,66,CONFIRMED,,,7120000,6260000,1126800,602000,690000,561000,489000,399000,5133200,2392200,VND,2025-04-11 10:25:00,2025-04-11 10:14:00
BK101289,C584006,2025-05-14,2025-06-16,2025-06-22,6,4,2,7,2,2,0,33,CONFIRMED,,,15740000,13850000,2770000,1323000,1380000,1122000,1033000,798000,11080000,5424000,VND,2025-05-14 10:29:00,2025-05-14 10:24:00
