room_revenue_id,date_key,stay_date,room_type_id,channel_id,segment_id,promotion_id,rooms_sold,listed_room_revenue,gross_room_revenue,commission_amount,promotion_cost,breakfast_cost,housekeeping_cost,utilities_cost,room_amenity_cost,net_room_revenue,direct_variable_cost,room_contribution_profit,created_at
2143,20250614,2025-06-14,5,1,6,2,1,3670000,3230000,581400,308000,230000,215500,257000,133000,2648600,1143500,1505100,2025-06-14 02:30:00
2144,20250614,2025-06-14,5,1,7,2,1,3830000,3370000,606600,322000,230000,215500,257000,133000,2763400,1157500,1605900,2025-06-14 02:30:00
2145,20250614,2025-06-14,5,1,7,4,1,3620000,3260000,586800,360000,230000,215500,257000,133000,2673200,1195500,1477700,2025-06-14 02:30:00
2146,20250614,2025-06-14,5,1,9,2,1,3660000,3220000,579600,308000,230000,215500,257000,133000,2640400,1143500,1496900,2025-06-14 02:30:00
2147,20250614,2025-06-14,5,2,2,4,1,3540000,3180000,636000,360000,230000,215500,257000,133000,2544000,1195500,1348500,2025-06-14 02:30:00
2148,20250614,2025-06-14,5,2,5,2,1,3700000,3260000,652000,308000,230000,215500,257000,133000,2608000,1143500,1464500,2025-06-14 02:30:00
2149,20250614,2025-06-14,5,2,6,2,1,3670000,3230000,646000,308000,230000,215500,257000,133000,2584000,1143500,1440500,2025-06-14 02:30:00
2150,20250614,2025-06-14,5,2,7,4,1,3800000,3420000,684000,380000,230000,215500,257000,133000,2736000,1215500,1520500,2025-06-14 02:30:00
2151,20250614,2025-06-14,5,3,1,2,1,3800000,3350000,502500,315000,230000,215500,257000,133000,2847500,1150500,1697000,2025-06-14 02:30:00
2152,20250614,2025-06-14,5,3,3,0,1,3910000,3910000,586500,0,230000,215500,257000,133000,3323500,835500,2488000,2025-06-14 02:30:00
2153,20250614,2025-06-14,5,4,9,0,1,3620000,3620000,615400,0,230000,215500,257000,133000,3004600,835500,2169100,2025-06-14 02:30:00
2154,20250614,2025-06-14,5,5,2,0,1,3680000,3680000,0,0,230000,215500,257000,133000,3680000,835500,2844500,2025-06-14 02:30:00
2155,20250614,2025-06-14,5,5,6,1,1,3740000,3440000,0,300000,230000,215500,257000,133000,3440000,1135500,2304500,2025-06-14 02:30:00
2156,20250614,2025-06-14,5,7,7,0,1,3180000,3180000,318000,0,230000,215500,257000,133000,2862000,835500,2026500,2025-06-14 02:30:00
2157,20250614,2025-06-14,6,1,2,0,1,4580000,4580000,824400,0,230000,225000,270000,133000,3755600,858000,2897600,2025-06-14 02:30:00
2158,20250614,2025-06-14,6,1,3,0,1,4280000,4280000,770400,0,230000,225000,270000,133000,3509600,858000,2651600,2025-06-14 02:30:00
2159,20250614,2025-06-14,6,2,3,2,1,4490000,3950000,790000,378000,230000,225000,270000,133000,3160000,1236000,1924000,2025-06-14 02:30:00
2160,20250614,2025-06-14,6,2,3,4,1,4710000,4240000,848000,470000,230000,225000,270000,133000,3392000,1328000,2064000,2025-06-14 02:30:00
2161,20250614,2025-06-14,6,3,1,2,1,4660000,4100000,615000,392000,230000,225000,270000,133000,3485000,1250000,2235000,2025-06-14 02:30:00
2162,20250614,2025-06-14,6,3,3,2,1,4470000,3940000,591000,371000,230000,225000,270000,133000,3349000,1229000,2120000,2025-06-14 02:30:00
2163,20250614,2025-06-14,6,5,9,1,1,4450000,4090000,0,360000,230000,225000,270000,133000,4090000,1218000,2872000,2025-06-14 02:30:00
2164,20250614,2025-06-14,7,5,3,1,1,5320000,4900000,0,420000,230000,260000,270000,108000,4900000,1288000,3612000,2025-06-14 02:30:00
2165,20250614,2025-06-14,7,5,9,4,1,5340000,4810000,0,530000,230000,260000,270000,108000,4810000,1398000,3412000,2025-06-14 02:30:00
2166,20250614,2025-06-14,7,7,3,0,1,4570000,4570000,457000,0,230000,260000,270000,108000,4113000,868000,3245000,2025-06-14 02:30:00
2167,20250614,2025-06-14,8,1,2,2,1,8450000,7430000,1337400,714000,460000,307500,335000,189000,6092600,2005500,4087100,2025-06-14 02:30:00
2168,20250614,2025-06-14,8,1,9,2,1,8090000,7120000,1281600,679000,460000,307500,335000,189000,5838400,1970500,3867900,2025-06-14 02:30:00
2169,20250614,2025-06-14,8,4,9,2,1,8540000,7510000,1276700,721000,460000,307500,335000,189000,6233300,2012500,4220800,2025-06-14 02:30:00
2170,20250614,2025-06-14,9,7,9,0,1,9360000,9360000,936000,0,575000,326500,361000,217000,8424000,1479500,6944500,2025-06-14 02:30:00
2171,20250615,2025-06-15,1,1,1,0,1,1710000,1710000,307800,0,230000,183200,212800,108000,1402200,734000,668200,2025-06-15 02:30:00
2172,20250615,2025-06-15,1,1,2,0,1,1690000,1690000,304200,0,230000,183200,212800,108000,1385800,734000,651800,2025-06-15 02:30:00
2173,20250615,2025-06-15,1,1,2,2,1,1790000,1580000,284400,147000,230000,183200,212800,108000,1295600,881000,414600,2025-06-15 02:30:00
2174,20250615,2025-06-15,1,1,2,3,1,1780000,1690000,304200,90000,230000,183200,212800,108000,1385800,824000,561800,2025-06-15 02:30:00
2175,20250615,2025-06-15,1,1,5,0,2,3410000,3410000,613800,0,460000,366400,425600,216000,2796200,1468000,1328200,2025-06-15 02:30:00
2176,20250615,2025-06-15,1,1,6,0,1,1700000,1700000,306000,0,230000,183200,212800,108000,1394000,734000,660000,2025-06-15 02:30:00
2177,20250615,2025-06-15,1,1,7,2,1,1620000,1430000,257400,133000,230000,183200,212800,108000,1172600,867000,305600,2025-06-15 02:30:00
2178,20250615,2025-06-15,1,1,7,4,1,1720000,1550000,279000,170000,230000,183200,212800,108000,1271000,904000,367000,2025-06-15 02:30:00
2179,20250615,2025-06-15,1,1,8,2,1,1700000,1500000,270000,140000,115000,183200,212800,80000,1230000,731000,499000,2025-06-15 02:30:00
2180,20250615,2025-06-15,1,2,1,2,1,1730000,1520000,304000,147000,230000,183200,212800,108000,1216000,881000,335000,2025-06-15 02:30:00
2181,20250615,2025-06-15,1,2,2,0,2,3560000,3560000,712000,0,460000,366400,425600,216000,2848000,1468000,1380000,2025-06-15 02:30:00
2182,20250615,2025-06-15,1,2,2,2,2,3470000,3050000,610000,294000,460000,366400,425600,216000,2440000,1762000,678000,2025-06-15 02:30:00
2183,20250615,2025-06-15,1,2,5,0,1,1690000,1690000,338000,0,230000,183200,212800,108000,1352000,734000,618000,2025-06-15 02:30:00
2184,20250615,2025-06-15,1,2,6,2,1,1770000,1560000,312000,147000,230000,183200,212800,108000,1248000,881000,367000,2025-06-15 02:30:00
2185,20250615,2025-06-15,1,2,7,0,2,3450000,3450000,690000,0,460000,366400,425600,216000,2760000,1468000,1292000,2025-06-15 02:30:00
2186,20250615,2025-06-15,1,2,7,2,2,3380000,2980000,596000,280000,460000,366400,425600,216000,2384000,1748000,636000,2025-06-15 02:30:00
2187,20250615,2025-06-15,1,2,7,4,1,1630000,1460000,292000,170000,230000,183200,212800,108000,1168000,904000,264000,2025-06-15 02:30:00
2188,20250615,2025-06-15,1,2,9,0,1,1670000,1670000,334000,0,230000,183200,212800,108000,1336000,734000,602000,2025-06-15 02:30:00
2189,20250615,2025-06-15,1,3,1,0,1,1780000,1780000,267000,0,230000,183200,212800,108000,1513000,734000,779000,2025-06-15 02:30:00
2190,20250615,2025-06-15,1,3,2,0,1,1740000,1740000,261000,0,230000,183200,212800,108000,1479000,734000,745000,2025-06-15 02:30:00
2191,20250615,2025-06-15,1,3,2,2,2,3490000,3080000,462000,287000,460000,366400,425600,216000,2618000,1755000,863000,2025-06-15 02:30:00
2192,20250615,2025-06-15,1,3,2,4,1,1770000,1590000,238500,180000,230000,183200,212800,108000,1351500,914000,437500,2025-06-15 02:30:00
2193,20250615,2025-06-15,1,3,3,0,1,1700000,1700000,255000,0,230000,183200,212800,108000,1445000,734000,711000,2025-06-15 02:30:00
2194,20250615,2025-06-15,1,3,5,0,2,3440000,3440000,516000,0,460000,366400,425600,216000,2924000,1468000,1456000,2025-06-15 02:30:00
2195,20250615,2025-06-15,1,3,6,0,1,1740000,1740000,261000,0,230000,183200,212800,108000,1479000,734000,745000,2025-06-15 02:30:00
2196,20250615,2025-06-15,1,3,7,0,1,1680000,1680000,252000,0,230000,183200,212800,108000,1428000,734000,694000,2025-06-15 02:30:00
2197,20250615,2025-06-15,1,4,7,0,2,3510000,3510000,596700,0,460000,366400,425600,216000,2913300,1468000,1445300,2025-06-15 02:30:00
2198,20250615,2025-06-15,1,4,7,4,1,1670000,1510000,256700,160000,230000,183200,212800,108000,1253300,894000,359300,2025-06-15 02:30:00
2199,20250615,2025-06-15,1,5,2,0,2,3310000,3310000,0,0,460000,366400,425600,216000,3310000,1468000,1842000,2025-06-15 02:30:00
2200,20250615,2025-06-15,1,5,2,1,1,1710000,1570000,0,140000,230000,183200,212800,108000,1570000,874000,696000,2025-06-15 02:30:00
2201,20250615,2025-06-15,1,5,2,3,1,1710000,1630000,0,80000,230000,183200,212800,108000,1630000,814000,816000,2025-06-15 02:30:00
2202,20250615,2025-06-15,1,5,5,0,1,1650000,1650000,0,0,230000,183200,212800,108000,1650000,734000,916000,2025-06-15 02:30:00
2203,20250615,2025-06-15,1,5,6,0,1,1560000,1560000,0,0,230000,183200,212800,108000,1560000,734000,826000,2025-06-15 02:30:00
2204,20250615,2025-06-15,1,5,7,4,3,4850000,4370000,0,480000,690000,549600,638400,324000,4370000,2682000,1688000,2025-06-15 02:30:00
2205,20250615,2025-06-15,1,5,9,1,1,1610000,1480000,0,130000,230000,183200,212800,108000,1480000,864000,616000,2025-06-15 02:30:00
2206,20250615,2025-06-15,1,5,9,4,2,3160000,2840000,0,320000,460000,366400,425600,216000,2840000,1788000,1052000,2025-06-15 02:30:00
2207,20250615,2025-06-15,1,6,2,0,1,1690000,1690000,0,0,230000,183200,212800,108000,1690000,734000,956000,2025-06-15 02:30:00
2208,20250615,2025-06-15,1,6,2,3,1,1720000,1640000,0,80000,230000,183200,212800,108000,1640000,814000,826000,2025-06-15 02:30:00
2209,20250615,2025-06-15,1,6,4,1,1,1680000,1550000,0,130000,115000,183200,212800,80000,1550000,721000,829000,2025-06-15 02:30:00
2210,20250615,2025-06-15,1,6,5,0,1,1590000,1590000,0,0,230000,183200,212800,108000,1590000,734000,856000,2025-06-15 02:30:00
2211,20250615,2025-06-15,1,7,3,0,2,2990000,2990000,299000,0,0,366400,425600,216000,2691000,1008000,1683000,2025-06-15 02:30:00
2212,20250615,2025-06-15,1,7,3,4,1,1470000,1320000,132000,150000,0,183200,212800,108000,1188000,654000,534000,2025-06-15 02:30:00
2213,20250615,2025-06-15,1,7,4,0,1,1520000,1520000,152000,0,0,183200,212800,80000,1368000,476000,892000,2025-06-15 02:30:00
2214,20250615,2025-06-15,2,1,1,2,1,2060000,1810000,325800,175000,230000,187000,218000,108000,1484200,918000,566200,2025-06-15 02:30:00
2215,20250615,2025-06-15,2,1,2,0,1,2160000,2160000,388800,0,230000,187000,218000,108000,1771200,743000,1028200,2025-06-15 02:30:00
2216,20250615,2025-06-15,2,1,2,3,1,2080000,1980000,356400,100000,230000,187000,218000,108000,1623600,843000,780600,2025-06-15 02:30:00
2217,20250615,2025-06-15,2,1,5,0,3,6380000,6380000,1148400,0,690000,561000,654000,324000,5231600,2229000,3002600,2025-06-15 02:30:00
2218,20250615,2025-06-15,2,1,6,4,1,2170000,1950000,351000,220000,230000,187000,218000,108000,1599000,963000,636000,2025-06-15 02:30:00
2219,20250615,2025-06-15,2,1,7,0,1,2120000,2120000,381600,0,230000,187000,218000,108000,1738400,743000,995400,2025-06-15 02:30:00
2220,20250615,2025-06-15,2,1,8,4,1,2000000,1800000,324000,200000,115000,187000,218000,80000,1476000,800000,676000,2025-06-15 02:30:00
2221,20250615,2025-06-15,2,2,1,0,1,2160000,2160000,432000,0,230000,187000,218000,108000,1728000,743000,985000,2025-06-15 02:30:00
2222,20250615,2025-06-15,2,2,1,2,1,2140000,1880000,376000,182000,230000,187000,218000,108000,1504000,925000,579000,2025-06-15 02:30:00
2223,20250615,2025-06-15,2,2,2,3,2,4200000,3980000,796000,220000,460000,374000,436000,216000,3184000,1706000,1478000,2025-06-15 02:30:00
2224,20250615,2025-06-15,2,2,3,4,1,2180000,1970000,394000,210000,230000,187000,218000,108000,1576000,953000,623000,2025-06-15 02:30:00
2225,20250615,2025-06-15,2,2,5,0,2,4210000,4210000,842000,0,460000,374000,436000,216000,3368000,1486000,1882000,2025-06-15 02:30:00
2226,20250615,2025-06-15,2,2,5,2,1,2140000,1880000,376000,182000,230000,187000,218000,108000,1504000,925000,579000,2025-06-15 02:30:00
2227,20250615,2025-06-15,2,2,6,0,1,2070000,2070000,414000,0,230000,187000,218000,108000,1656000,743000,913000,2025-06-15 02:30:00
2228,20250615,2025-06-15,2,2,6,2,1,2120000,1860000,372000,182000,230000,187000,218000,108000,1488000,925000,563000,2025-06-15 02:30:00
2229,20250615,2025-06-15,2,2,7,0,2,4040000,4040000,808000,0,460000,374000,436000,216000,3232000,1486000,1746000,2025-06-15 02:30:00
2230,20250615,2025-06-15,2,3,1,0,2,4280000,4280000,642000,0,460000,374000,436000,216000,3638000,1486000,2152000,2025-06-15 02:30:00
2231,20250615,2025-06-15,2,3,1,2,1,2130000,1870000,280500,182000,230000,187000,218000,108000,1589500,925000,664500,2025-06-15 02:30:00
2232,20250615,2025-06-15,2,3,2,0,1,2170000,2170000,325500,0,230000,187000,218000,108000,1844500,743000,1101500,2025-06-15 02:30:00
2233,20250615,2025-06-15,2,3,2,2,2,4190000,3690000,553500,350000,460000,374000,436000,216000,3136500,1836000,1300500,2025-06-15 02:30:00
2234,20250615,2025-06-15,2,3,5,0,1,2010000,2010000,301500,0,230000,187000,218000,108000,1708500,743000,965500,2025-06-15 02:30:00
2235,20250615,2025-06-15,2,3,6,4,1,2210000,1990000,298500,220000,230000,187000,218000,108000,1691500,963000,728500,2025-06-15 02:30:00
2236,20250615,2025-06-15,2,3,7,0,1,2060000,2060000,309000,0,230000,187000,218000,108000,1751000,743000,1008000,2025-06-15 02:30:00
2237,20250615,2025-06-15,2,3,7,4,1,2180000,1960000,294000,220000,230000,187000,218000,108000,1666000,963000,703000,2025-06-15 02:30:00
2238,20250615,2025-06-15,2,3,8,0,1,2000000,2000000,300000,0,115000,187000,218000,80000,1700000,600000,1100000,2025-06-15 02:30:00
2239,20250615,2025-06-15,2,3,9,2,1,2020000,1770000,265500,175000,230000,187000,218000,108000,1504500,918000,586500,2025-06-15 02:30:00
2240,20250615,2025-06-15,2,4,3,2,1,2160000,1900000,323000,182000,230000,187000,218000,108000,1577000,925000,652000,2025-06-15 02:30:00
2241,20250615,2025-06-15,2,5,1,4,1,2110000,1900000,0,210000,230000,187000,218000,108000,1900000,953000,947000,2025-06-15 02:30:00
2242,20250615,2025-06-15,2,5,2,0,1,2070000,2070000,0,0,230000,187000,218000,108000,2070000,743000,1327000,2025-06-15 02:30:00
2243,20250615,2025-06-15,2,5,4,0,1,2040000,2040000,0,0,115000,187000,218000,80000,2040000,600000,1440000,2025-06-15 02:30:00
2244,20250615,2025-06-15,2,5,5,4,1,2110000,1900000,0,210000,230000,187000,218000,108000,1900000,953000,947000,2025-06-15 02:30:00
2245,20250615,2025-06-15,2,5,6,1,1,2030000,1870000,0,160000,230000,187000,218000,108000,1870000,903000,967000,2025-06-15 02:30:00
2246,20250615,2025-06-15,2,5,7,1,1,1910000,1760000,0,150000,230000,187000,218000,108000,1760000,893000,867000,2025-06-15 02:30:00
2247,20250615,2025-06-15,2,5,9,1,1,1920000,1770000,0,150000,230000,187000,218000,108000,1770000,893000,877000,2025-06-15 02:30:00
2248,20250615,2025-06-15,2,6,2,0,1,2020000,2020000,0,0,230000,187000,218000,108000,2020000,743000,1277000,2025-06-15 02:30:00
2249,20250615,2025-06-15,2,6,2,1,1,2030000,1870000,0,160000,230000,187000,218000,108000,1870000,903000,967000,2025-06-15 02:30:00
2250,20250615,2025-06-15,2,6,3,0,1,2040000,2040000,0,0,230000,187000,218000,108000,2040000,743000,1297000,2025-06-15 02:30:00
2251,20250615,2025-06-15,2,6,6,0,1,1950000,1950000,0,0,230000,187000,218000,108000,1950000,743000,1207000,2025-06-15 02:30:00
2252,20250615,2025-06-15,2,7,1,0,1,1840000,1840000,184000,0,0,187000,218000,108000,1656000,513000,1143000,2025-06-15 02:30:00
2253,20250615,2025-06-15,2,7,2,5,1,1800000,1680000,168000,120000,0,187000,218000,108000,1512000,633000,879000,2025-06-15 02:30:00
2254,20250615,2025-06-15,2,7,3,5,1,1750000,1630000,163000,120000,0,187000,218000,108000,1467000,633000,834000,2025-06-15 02:30:00
2255,20250615,2025-06-15,2,7,6,4,2,3570000,3210000,321000,360000,0,374000,436000,216000,2889000,1386000,1503000,2025-06-15 02:30:00
2256,20250615,2025-06-15,2,7,9,0,1,1890000,1890000,189000,0,0,187000,218000,108000,1701000,513000,1188000,2025-06-15 02:30:00
2257,20250615,2025-06-15,2,7,9,4,1,1870000,1680000,168000,190000,0,187000,218000,108000,1512000,703000,809000,2025-06-15 02:30:00
2258,20250615,2025-06-15,3,1,2,0,1,2800000,2800000,504000,0,305000,190800,223200,136000,2296000,855000,1441000,2025-06-15 02:30:00
2259,20250615,2025-06-15,3,1,3,0,2,5360000,5360000,964800,0,690000,381600,446400,272000,4395200,1790000,2605200,2025-06-15 02:30:00
2260,20250615,2025-06-15,3,1,3,4,1,2800000,2520000,453600,280000,345000,190800,223200,136000,2066400,1175000,891400,2025-06-15 02:30:00
2261,20250615,2025-06-15,3,1,6,2,1,2570000,2260000,406800,217000,345000,190800,223200,136000,1853200,1112000,741200,2025-06-15 02:30:00
2262,20250615,2025-06-15,3,1,7,0,1,2630000,2630000,473400,0,230000,190800,223200,108000,2156600,752000,1404600,2025-06-15 02:30:00
2263,20250615,2025-06-15,3,1,7,2,1,2630000,2320000,417600,217000,230000,190800,223200,108000,1902400,969000,933400,2025-06-15 02:30:00
2264,20250615,2025-06-15,3,1,9,0,1,2690000,2690000,484200,0,230000,190800,223200,108000,2205800,752000,1453800,2025-06-15 02:30:00
2265,20250615,2025-06-15,3,2,5,0,1,2570000,2570000,514000,0,230000,190800,223200,108000,2056000,752000,1304000,2025-06-15 02:30:00
2266,20250615,2025-06-15,3,2,6,0,1,2750000,2750000,550000,0,345000,190800,223200,136000,2200000,895000,1305000,2025-06-15 02:30:00
2267,20250615,2025-06-15,3,2,7,0,2,5130000,5130000,1026000,0,460000,381600,446400,216000,4104000,1504000,2600000,2025-06-15 02:30:00
2268,20250615,2025-06-15,3,2,7,2,1,2680000,2360000,472000,224000,230000,190800,223200,108000,1888000,976000,912000,2025-06-15 02:30:00
2269,20250615,2025-06-15,3,2,8,2,1,2650000,2330000,466000,224000,115000,190800,223200,80000,1864000,833000,1031000,2025-06-15 02:30:00
2270,20250615,2025-06-15,3,2,9,0,1,2570000,2570000,514000,0,230000,190800,223200,108000,2056000,752000,1304000,2025-06-15 02:30:00
2271,20250615,2025-06-15,3,3,1,0,1,2820000,2820000,423000,0,230000,190800,223200,108000,2397000,752000,1645000,2025-06-15 02:30:00
2272,20250615,2025-06-15,3,3,2,0,1,2630000,2630000,394500,0,305000,190800,223200,136000,2235500,855000,1380500,2025-06-15 02:30:00
2273,20250615,2025-06-15,3,3,2,2,1,2760000,2430000,364500,231000,305000,190800,223200,136000,2065500,1086000,979500,2025-06-15 02:30:00
2274,20250615,2025-06-15,3,3,2,3,1,2780000,2640000,396000,140000,305000,190800,223200,136000,2244000,995000,1249000,2025-06-15 02:30:00
2275,20250615,2025-06-15,3,3,5,4,1,2580000,2320000,348000,260000,230000,190800,223200,108000,1972000,1012000,960000,2025-06-15 02:30:00
2276,20250615,2025-06-15,3,4,6,2,1,2760000,2430000,413100,231000,345000,190800,223200,136000,2016900,1126000,890900,2025-06-15 02:30:00
2277,20250615,2025-06-15,3,4,7,4,1,2710000,2440000,414800,270000,230000,190800,223200,108000,2025200,1022000,1003200,2025-06-15 02:30:00
2278,20250615,2025-06-15,3,5,1,1,1,2630000,2420000,0,210000,230000,190800,223200,108000,2420000,962000,1458000,2025-06-15 02:30:00
2279,20250615,2025-06-15,3,5,2,1,1,2520000,2320000,0,200000,305000,190800,223200,136000,2320000,1055000,1265000,2025-06-15 02:30:00
2280,20250615,2025-06-15,3,5,7,0,1,2620000,2620000,0,0,230000,190800,223200,108000,2620000,752000,1868000,2025-06-15 02:30:00
2281,20250615,2025-06-15,3,5,9,0,1,2500000,2500000,0,0,230000,190800,223200,108000,2500000,752000,1748000,2025-06-15 02:30:00
2282,20250615,2025-06-15,3,7,3,0,1,2350000,2350000,235000,0,0,190800,223200,136000,2115000,550000,1565000,2025-06-15 02:30:00
2283,20250615,2025-06-15,4,1,2,0,1,2920000,2920000,525600,0,230000,187000,218000,133000,2394400,768000,1626400,2025-06-15 02:30:00
2284,20250615,2025-06-15,4,1,2,2,2,6070000,5340000,961200,511000,460000,374000,436000,266000,4378800,2047000,2331800,2025-06-15 02:30:00
2285,20250615,2025-06-15,4,1,3,2,1,2900000,2550000,459000,245000,230000,187000,218000,133000,2091000,1013000,1078000,2025-06-15 02:30:00
2286,20250615,2025-06-15,4,1,5,2,2,5910000,5200000,936000,497000,460000,374000,436000,266000,4264000,2033000,2231000,2025-06-15 02:30:00
2287,20250615,2025-06-15,4,1,7,0,3,8620000,8620000,1551600,0,690000,561000,654000,399000,7068400,2304000,4764400,2025-06-15 02:30:00
2288,20250615,2025-06-15,4,1,7,4,1,2910000,2620000,471600,290000,230000,187000,218000,133000,2148400,1058000,1090400,2025-06-15 02:30:00
2289,20250615,2025-06-15,4,1,9,0,1,2930000,2930000,527400,0,230000,187000,218000,133000,2402600,768000,1634600,2025-06-15 02:30:00
2290,20250615,2025-06-15,4,1,9,2,1,2760000,2430000,437400,231000,230000,187000,218000,133000,1992600,999000,993600,2025-06-15 02:30:00
2291,20250615,2025-06-15,4,2,2,2,1,2950000,2590000,518000,252000,230000,187000,218000,133000,2072000,1020000,1052000,2025-06-15 02:30:00
2292,20250615,2025-06-15,4,2,2,4,1,3030000,2720000,544000,310000,230000,187000,218000,133000,2176000,1078000,1098000,2025-06-15 02:30:00
2293,20250615,2025-06-15,4,2,5,0,2,6010000,6010000,1202000,0,460000,374000,436000,266000,4808000,1536000,3272000,2025-06-15 02:30:00
2294,20250615,2025-06-15,4,2,5,2,1,2940000,2590000,518000,245000,230000,187000,218000,133000,2072000,1013000,1059000,2025-06-15 02:30:00
2295,20250615,2025-06-15,4,2,9,4,1,3030000,2730000,546000,300000,230000,187000,218000,133000,2184000,1068000,1116000,2025-06-15 02:30:00
2296,20250615,2025-06-15,4,3,1,2,1,2950000,2590000,388500,252000,230000,187000,218000,133000,2201500,1020000,1181500,2025-06-15 02:30:00
2297,20250615,2025-06-15,4,3,2,0,2,5920000,5920000,888000,0,460000,374000,436000,266000,5032000,1536000,3496000,2025-06-15 02:30:00
2298,20250615,2025-06-15,4,3,2,2,1,3030000,2670000,400500,252000,230000,187000,218000,133000,2269500,1020000,1249500,2025-06-15 02:30:00
2299,20250615,2025-06-15,4,3,3,0,1,2780000,2780000,417000,0,230000,187000,218000,133000,2363000,768000,1595000,2025-06-15 02:30:00
2300,20250615,2025-06-15,4,3,7,0,1,2980000,2980000,447000,0,230000,187000,218000,133000,2533000,768000,1765000,2025-06-15 02:30:00
2301,20250615,2025-06-15,4,4,5,2,1,3060000,2690000,457300,259000,230000,187000,218000,133000,2232700,1027000,1205700,2025-06-15 02:30:00
2302,20250615,2025-06-15,4,5,1,4,1,2860000,2570000,0,290000,230000,187000,218000,133000,2570000,1058000,1512000,2025-06-15 02:30:00
2303,20250615,2025-06-15,4,5,2,0,1,2840000,2840000,0,0,230000,187000,218000,133000,2840000,768000,2072000,2025-06-15 02:30:00
2304,20250615,2025-06-15,4,5,2,3,1,2820000,2680000,0,140000,230000,187000,218000,133000,2680000,908000,1772000,2025-06-15 02:30:00
2305,20250615,2025-06-15,4,5,3,1,2,5700000,5250000,0,450000,460000,374000,436000,266000,5250000,1986000,3264000,2025-06-15 02:30:00
2306,20250615,2025-06-15,4,5,4,1,1,2850000,2620000,0,230000,115000,187000,218000,105000,2620000,855000,1765000,2025-06-15 02:30:00
2307,20250615,2025-06-15,4,5,6,0,1,2760000,2760000,0,0,230000,187000,218000,133000,2760000,768000,1992000,2025-06-15 02:30:00
2308,20250615,2025-06-15,4,6,7,0,1,2820000,2820000,0,0,230000,187000,218000,133000,2820000,768000,2052000,2025-06-15 02:30:00
2309,20250615,2025-06-15,4,7,1,0,1,2520000,2520000,252000,0,0,187000,218000,133000,2268000,538000,1730000,2025-06-15 02:30:00
2310,20250615,2025-06-15,4,7,3,0,1,2500000,2500000,250000,0,0,187000,218000,133000,2250000,538000,1712000,2025-06-15 02:30:00
2311,20250615,2025-06-15,4,7,7,5,1,2600000,2420000,242000,180000,0,187000,218000,133000,2178000,718000,1460000,2025-06-15 02:30:00
2312,20250615,2025-06-15,4,7,9,5,2,5130000,4770000,477000,360000,0,374000,436000,266000,4293000,1436000,2857000,2025-06-15 02:30:00
2313,20250615,2025-06-15,5,1,2,0,1,3680000,3680000,662400,0,230000,215500,257000,133000,3017600,835500,2182100,2025-06-15 02:30:00
2314,20250615,2025-06-15,5,1,3,2,1,3760000,3310000,595800,315000,230000,215500,257000,133000,2714200,1150500,1563700,2025-06-15 02:30:00
2315,20250615,2025-06-15,5,1,5,0,1,3690000,3690000,664200,0,230000,215500,257000,133000,3025800,835500,2190300,2025-06-15 02:30:00
2316,20250615,2025-06-15,5,1,7,4,1,3690000,3320000,597600,370000,230000,215500,257000,133000,2722400,1205500,1516900,2025-06-15 02:30:00
2317,20250615,2025-06-15,5,1,9,2,1,3730000,3280000,590400,315000,230000,215500,257000,133000,2689600,1150500,1539100,2025-06-15 02:30:00
2318,20250615,2025-06-15,5,2,1,0,1,3690000,3690000,738000,0,230000,215500,257000,133000,2952000,835500,2116500,2025-06-15 02:30:00
2319,20250615,2025-06-15,5,2,1,2,1,3650000,3210000,642000,308000,230000,215500,257000,133000,2568000,1143500,1424500,2025-06-15 02:30:00
2320,20250615,2025-06-15,5,2,2,2,1,3830000,3370000,674000,322000,230000,215500,257000,133000,2696000,1157500,1538500,2025-06-15 02:30:00
2321,20250615,2025-06-15,5,2,2,4,1,3570000,3210000,642000,360000,230000,215500,257000,133000,2568000,1195500,1372500,2025-06-15 02:30:00
2322,20250615,2025-06-15,5,2,5,2,2,7120000,6260000,1252000,602000,460000,431000,514000,266000,5008000,2273000,2735000,2025-06-15 02:30:00
2323,20250615,2025-06-15,5,2,6,2,1,3530000,3110000,622000,294000,230000,215500,257000,133000,2488000,1129500,1358500,2025-06-15 02:30:00
2324,20250615,2025-06-15,5,2,7,4,1,3770000,3400000,680000,370000,230000,215500,257000,133000,2720000,1205500,1514500,2025-06-15 02:30:00
2325,20250615,2025-06-15,5,3,4,0,1,3820000,3820000,573000,0,115000,215500,257000,105000,3247000,692500,2554500,2025-06-15 02:30:00
2326,20250615,2025-06-15,5,3,8,0,1,3560000,3560000,534000,0,115000,215500,257000,105000,3026000,692500,2333500,2025-06-15 02:30:00
2327,20250615,2025-06-15,5,5,2,0,1,3550000,3550000,0,0,230000,215500,257000,133000,3550000,835500,2714500,2025-06-15 02:30:00
2328,20250615,2025-06-15,5,5,6,1,1,3630000,3340000,0,290000,230000,215500,257000,133000,3340000,1125500,2214500,2025-06-15 02:30:00
2329,20250615,2025-06-15,6,1,2,0,1,4720000,4720000,849600,0,230000,225000,270000,133000,3870400,858000,3012400,2025-06-15 02:30:00
2330,20250615,2025-06-15,6,1,3,0,1,4390000,4390000,790200,0,230000,225000,270000,133000,3599800,858000,2741800,2025-06-15 02:30:00
